cust_id,acct_nbr,acct_type,account_active,starting_balance,ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,ck_av_wd,ck_av_dp,ck_n_wd,ck_n_dp,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,end_start_balance_ratio
1363450,13634503,SV,1,136.04,1018.62,,,,,,,,,-64.15,63.33315789,5,19,7.487650691
1363054,4.56114E+15,CC,1,875.7,917.3,-117.6547619,412.1075,42,12,,,,,,,,,1.047504853
1362690,13626902,CK,1,3313.6,282.92,,,,,-111.9305714,240.223,70,20,,,,,0.085381458
1363038,13630383,SV,1,333.53,508.26,,,,,,,,,-203.4066667,145.3216667,12,18,1.52388091
1363436,13634362,CK,1,387.11,218.93,,,,,-35.92135593,121.94875,59,16,,,,,0.565549844
1363270,13632702,CK,1,214.69,15.66,,,,,-56.89031746,211.56625,63,16,,,,,0.072942382
1363491,13634913,SV,0,205.45,17.82,,,,,,,,,-156.3455556,152.435,9,8,0.086736432
1363112,4.56114E+15,CC,1,852.02,0,,98.29888889,,9,,,,,,,,,0
1362507,13625072,CK,1,337.22,1087.84,,,,,-49.67545455,237.0117647,66,17,,,,,3.225905937
1362752,13627522,CK,1,487.69,3.76,,,,,-93.81074627,725.17375,67,8,,,,,0.007709816
1362749,4.56114E+15,CC,1,1391.01,3000,-112.9240625,193.2991667,32,12,,,,,,,,,2.156706278
1362783,13627832,CK,0,235.27,916.17,,,,,-53.99507937,177.503913,63,23,,,,,3.894121647
1363317,4.56114E+15,CC,1,1046.09,307.6,-118.6481818,420.435,22,8,,,,,,,,,0.294047357
1362650,4.56114E+15,CC,1,0,1000,-121.74,217.4,10,1,,,,,,,,,
1363142,4.56114E+15,CC,1,0,1953.78,-254.52275,921.5444444,40,9,,,,,,,,,
1362990,4.56114E+15,CC,1,758.95,1426.93,-134.0779661,609.2616667,59,12,,,,,,,,,1.880137031
1362508,13625083,SV,1,121.64,255.11,,,,,,,,,-118.8881818,72.062,11,20,2.097254193
1363101,4.56114E+15,CC,1,0,2054.32,-274.5007895,1401.43,38,6,,,,,,,,,
1363408,4.56114E+15,CC,1,865.61,1800,-143.6663158,170.2808333,19,12,,,,,,,,,2.079458417
1362978,13629783,SV,1,238.16,28.91,,,,,,,,,-138.0813333,93.0985,15,20,0.121388982
1363018,4.56114E+15,CC,1,1409.42,2300,-214.23575,661.4008333,40,12,,,,,,,,,1.631876942
1362595,13625952,CK,1,4087.37,117.93,,,,,-111.21,129.5342857,52,14,,,,,0.028852294
1363247,13632473,SV,1,278.43,339.33,,,,,,,,,-66.20647059,56.49571429,17,21,1.21872643
1363097,13630973,SV,1,183.44,10.28,,,,,,,,,-87.96,13.74461538,4,13,0.056040122
1363128,4.56114E+15,CC,1,0,140,-105.1566667,219.1025,18,8,,,,,,,,,
1363457,13634572,CK,1,12169.88,1252.71,,,,,-445.0064407,730.412381,59,21,,,,,0.10293528
1363157,13631572,CK,1,9749.29,117.49,,,,,-370.8087273,467.9426087,55,23,,,,,0.012051134
1363108,13631082,CK,1,272.54,268.79,,,,,-0.75,,5,,,,,,0.986240552
1362822,4.56114E+15,CC,1,0,1000,-105.2631579,1000,19,1,,,,,,,,,
1362566,13625662,CK,0,17315.16,38.1,,,,,-592.231875,1213.281176,64,17,,,,,0.002200384
1362804,4.56114E+15,CC,1,8951.9,682.34,-362.2965714,1754.469167,35,12,,,,,,,,,0.076222925
1362939,13629392,CK,1,687,1703.2,,,,,-103.8081667,314.9865217,60,23,,,,,2.479184862
1363429,13634293,SV,1,169.38,171.9,,,,,,,,,,0.21,,12,1.01487779
1362718,13627182,CK,1,692.1,702.56,,,,,,0.871666667,,12,,,,,1.015113423
1363234,13632343,SV,1,139.94,918.39,,,,,,,,,-36.795,62.45125,6,16,6.562741175
1362824,4.56114E+15,CC,1,10593.21,959.72,-397.6029412,1959.288333,34,12,,,,,,,,,0.090597656
1363209,13632092,CK,0,462.9,86.21,,,,,-73.00611111,406.6458333,72,12,,,,,0.186238928
1362860,13628603,SV,1,2235.91,2100.68,,,,,,,,,-196.0771429,118.6295455,14,22,0.939519033
1363414,13634143,SV,1,991.56,1411.05,,,,,,,,,-188.436,85.104375,5,16,1.423060632
1362623,13626232,CK,0,276.29,16.18,,,,,-38.36342857,135.32625,35,8,,,,,0.058561656
1362563,13625632,CK,0,1025.99,490.56,,,,,-63.12295775,246.64375,71,16,,,,,0.478133315
1363035,13630352,CK,1,157.5,253.21,,,,,-43.85275362,222.9678571,69,14,,,,,1.60768254
1362620,13626202,CK,1,4233.57,243.04,,,,,-180.9701754,301.1795238,57,21,,,,,0.057407814
1362931,13629312,CK,1,5591.93,713.56,,,,,-202.7029032,427.1783333,62,18,,,,,0.127605317
1363421,13634213,SV,1,191.77,197.64,,,,,,,,,-81.53916667,57.90235294,12,17,1.030609584
1363403,4.56114E+15,CC,1,0,1900,-183.9009091,122.91,11,1,,,,,,,,,
1362735,13627352,CK,1,2802.42,84.65,,,,,-100.0154098,169.1585,61,20,,,,,0.030206036
1363264,4.56114E+15,CC,1,51.69,1000,-117.6984615,686.075,78,12,,,,,,,,,19.34610176
1363092,13630922,CK,1,171.8,38.2,,,,,-51.83130435,202.5152941,69,17,,,,,0.222351572
1363013,4.56114E+15,CC,1,844.1,1000,-98.46884058,559.8183333,69,12,,,,,,,,,1.184693757
1363371,13633712,CK,1,2788.06,54.5,,,,,-81.1942623,105.6804762,61,21,,,,,0.019547642
1363123,4.56114E+15,CC,1,1766.88,2800,-216.6027778,272.4216667,18,12,,,,,,,,,1.584714299
1363201,13632012,CK,1,1194.44,777.16,,,,,-130.6955556,151.796,9,5,,,,,0.650648002
1362525,13625252,CK,1,256.46,95.53,,,,,-39.57088235,210.8241667,68,12,,,,,0.372494736
1362500,13625003,SV,1,330.98,335.99,,,,,,,,,,0.4175,,12,1.015136866
1362970,13629703,SV,1,273.94,278.07,,,,,,,,,,0.344166667,,12,1.015076294
1362693,4.56114E+15,CC,1,0,1000,-103.8507143,101.022,14,5,,,,,,,,,
1362642,13626422,CK,1,131.46,112.61,,,,,-39.02836066,131.2155556,61,18,,,,,0.856610376
1363400,4.56114E+15,CC,1,3293.54,2186.72,-162.0408163,769.1991667,49,12,,,,,,,,,0.663942141
1362621,4.56114E+15,CC,1,0,1000,-193.9371429,357.56,7,1,,,,,,,,,
1363037,4.56114E+15,CC,1,0,1000,-122.2222222,100,9,1,,,,,,,,,
1363420,4.56114E+15,CC,1,125.33,1011.2,-118.1672,174.2066667,25,12,,,,,,,,,8.068299689
1363043,4.56114E+15,CC,1,471.22,1000,-106.9879592,398.3333333,49,12,,,,,,,,,2.122151012
1363475,13634752,CK,1,403.91,136.95,,,,,-56.31914286,216.1988235,70,17,,,,,0.339060682
1362644,4.56114E+15,CC,1,224.15,463.65,-165.2222222,104.9925,9,12,,,,,,,,,2.068480928
1363284,13632842,CK,1,420.57,946.08,,,,,-75.62764706,404.8707143,68,14,,,,,2.249518511
1363010,4.56114E+15,CC,1,29.12,648.51,-95.633,190.0808333,30,12,,,,,,,,,22.27026099
1362950,13629503,SV,1,658.26,1545.22,,,,,,,,,-62.91,49.99315789,1,19,2.347431106
1362511,13625112,CK,1,189.23,11.84,,,,,-50.63089552,267.9066667,67,12,,,,,0.06256936
1362936,13629362,CK,1,173.72,109.31,,,,,-47.41901639,176.759375,61,16,,,,,0.629230946
1363385,4.56114E+15,CC,1,834.47,0,-119.1480769,394.407,26,10,,,,,,,,,0
1363100,13631002,CK,1,2554.44,39.16,,,,,-86.45421875,150.912,64,20,,,,,0.01533017
1362752,4.56114E+15,CC,0,2302.14,0,-188.8,1073.6625,10,4,,,,,,,,,0
1363345,13633452,CK,1,312.71,2345.06,,,,,-97.64553846,698.2758333,65,12,,,,,7.499152569
1362740,13627402,CK,1,1237.41,562.27,,,,,-71.7438,264.7318182,50,11,,,,,0.454392643
1362991,13629913,SV,1,154.65,369.81,,,,,,,,,-35.07571429,28.79875,7,16,2.391270611
1362766,13627663,SV,1,11352.93,22432.78,,,,,,,,,-374.4773684,586.9358065,19,31,1.975946298
1362737,13627372,CK,1,690.88,195.13,,,,,-110.0278873,487.7486667,71,15,,,,,0.282436892
1363457,4.56114E+15,CC,1,3028.68,4626.88,-506.225,1742.6575,44,12,,,,,,,,,1.52768863
1362743,13627432,CK,1,2516.33,1736.57,,,,,-99.7687234,177.6986364,47,22,,,,,0.690120135
1362516,13625162,CK,1,3791.17,3291.88,,,,,-138.51625,43.48857143,8,14,,,,,0.86830187
1362754,4.56114E+15,CC,1,74.35,0,-77.52888889,110.4242857,9,7,,,,,,,,,0
1363108,4.56114E+15,CC,1,1149.32,458.67,-123.8095238,277.3625,21,12,,,,,,,,,0.399079456
1362656,13626563,SV,1,121,367.8,,,,,,,,,-115.34,87.3515,13,20,3.039669421
1362566,4.56114E+15,CC,0,4801.23,20,-586.0640625,2026.19,32,12,,,,,,,,,0.004165599
1363387,4.56114E+15,CC,1,857.38,1000,-65.78833333,99.32416667,18,12,,,,,,,,,1.166343978
1363298,13632982,CK,0,7460.23,170.04,,,,,-268.5162687,823.1076923,67,13,,,,,0.022792863
1362929,13629293,SV,1,1229.27,1535.83,,,,,,,,,-424.9983333,270.327,12,20,1.249383781
1362939,4.56114E+15,CC,1,5484.95,772.03,-290.9741071,1755.916667,56,12,,,,,,,,,0.140754246
1363158,13631583,SV,1,773.98,1917.72,,,,,,,,,-145.05,92.87588235,3,17,2.477738443
1362718,4.56114E+15,CC,1,1928.33,78.8,,163.7425,,12,,,,,,,,,0.040864375
1363088,4.56114E+15,CC,1,189.64,739.86,-172.832,578.7027273,40,11,,,,,,,,,3.901392111
1363433,13634332,CK,1,2529.78,1155.25,,,,,-93.85,144.5914286,47,21,,,,,0.456660263
1362597,4.56114E+15,CC,1,939.06,442.72,-102.1930303,329.8108333,33,12,,,,,,,,,0.471450174
1363022,13630222,CK,1,312.18,1184.76,,,,,-62.38375,342.9125,8,4,,,,,3.795118201
1362883,13628833,SV,1,702.27,149.74,,,,,,,,,-159.3042857,31.25555556,7,18,0.213222835
1362586,13625862,CK,1,167.76,260.7,,,,,-41.25865672,190.5326667,67,15,,,,,1.554005722
1362609,4.56114E+15,CC,1,1775.07,3000,-106.6353125,211.5025,32,12,,,,,,,,,1.690074194
1362815,13628152,CK,1,2778.26,816.6,,,,,-103.0442105,163.0016667,57,24,,,,,0.293924975
1363025,13630253,SV,0,711.18,3136.9,,,,,,,,,-124.5866667,211.5493333,6,15,4.410838325
1363035,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1362746,4.56114E+15,CC,1,1037.11,1000,-107.3982222,410.3258333,45,12,,,,,,,,,0.964217875
1362880,13628803,SV,1,232.19,551.31,,,,,,,,,-73.19368421,63.32592593,19,27,2.374391662
1362496,13624963,SV,1,247.34,251.06,,,,,,,,,,0.31,,12,1.015040026
1362993,13629933,SV,1,147.68,435.7,,,,,,,,,-101.7072727,70.34,11,20,2.950297941
1363212,13632122,CK,1,201.12,16.9,,,,,-41.15728571,149.7766667,70,18,,,,,0.084029435
1362982,13629823,SV,1,2167.79,3313.65,,,,,,,,,-166.0157143,138.8428,14,25,1.528584411
1362569,4.56114E+15,CC,1,0,9200,-340.7407407,,27,,,,,,,,,,
1362725,13627253,SV,1,17303.42,16095.5,,,,,,,,,-921.365,145.7376471,4,17,0.930191835
1362817,13628172,CK,1,218.2,219.6,,,,,-51.80131148,197.58,61,16,,,,,1.006416132
1362938,13629382,CK,0,2677.7,417.89,,,,,-108.4191667,176.9154167,60,24,,,,,0.156063039
1363392,13633923,SV,1,109.05,241.59,,,,,,,,,-75.21142857,41.18875,7,16,2.215405777
1363067,13630672,CK,1,238.18,0,,,,,-45.51117647,285.658,68,10,,,,,0
1363103,4.56114E+15,CC,0,2007.57,513.06,-195.833913,879.1128571,23,7,,,,,,,,,0.255562695
1362525,4.56114E+15,CC,1,2901.68,1051.01,-118.4945455,923.1116667,77,12,,,,,,,,,0.362207411
1362505,13625052,CK,1,125.36,11.7,,,,,-43.27462687,232.145,67,12,,,,,0.093331206
1362642,4.56114E+15,CC,1,771.16,1000,-107.4557407,470.7208333,54,12,,,,,,,,,1.296747757
1362530,4.56114E+15,CC,1,597.23,2000,-277.5988571,697.5633333,35,12,,,,,,,,,3.348793597
1363271,13632713,SV,1,284.06,678.94,,,,,,,,,-185.3388889,93.76954545,9,22,2.390128846
1363199,13631993,SV,1,118.45,251.39,,,,,,,,,-215.9866667,45.93529412,3,17,2.122330097
1363475,4.56114E+15,CC,1,3502.43,727.2,-131.3952941,610.71,34,12,,,,,,,,,0.207627276
1363282,13632822,CK,1,133.9,84.18,,,,,-62.66370968,273.9592857,62,14,,,,,0.628678118
1362848,13628483,SV,1,5265.17,4844.42,,,,,,,,,-248.895,35.971875,4,16,0.92008805
1362887,13628872,CK,1,1385.16,2427.18,,,,,-191.9778571,804.4705556,70,18,,,,,1.752274106
1363284,4.56114E+15,CC,1,832.94,965.92,-191.2607407,560.31,27,9,,,,,,,,,1.159651355
1362761,13627613,SV,1,775.55,490.67,,,,,,,,,-118.768,20.60333333,5,15,0.632673586
1363228,13632282,CK,1,355.61,206.69,,,,,-95.99878378,496.785,74,14,,,,,0.581226625
1362926,13629263,SV,1,131.22,1230.28,,,,,,,,,-180.3542857,107.3427273,7,22,9.375704923
1362936,4.56114E+15,CC,1,0,244.47,-122.1533333,123.765,12,10,,,,,,,,,
1363175,13631752,CK,1,340.48,13.51,,,,,-69.09037037,162.0909524,54,21,,,,,0.039679276
1363345,4.56114E+15,CC,1,2406.56,2700,-306.3187097,791.3566667,31,12,,,,,,,,,1.121933382
1362727,13627273,SV,1,8996.64,9132.52,,,,,,,,,,11.32333333,,12,1.015103416
1362555,13625553,SV,1,411.52,260.59,,,,,,,,,-117.3075,66.14526316,12,19,0.633237753
1363150,13631503,SV,1,234.29,370.22,,,,,,,,,-121.396875,74.22428571,16,28,1.580178411
1362737,4.56114E+15,CC,1,0,6600,-258.8813115,4595.88,61,2,,,,,,,,,
1362568,13625682,CK,1,4273.62,221.3,,,,,-108.1961538,124.1845833,65,24,,,,,0.051782798
1362743,4.56114E+15,CC,1,0,3000,-95.04365385,978.415,52,2,,,,,,,,,
1362606,4.56114E+15,CC,1,0,1232.96,-230.0542553,1368.512857,47,7,,,,,,,,,
1362997,13629972,CK,1,229.36,222.05,,,,,-22.875,83.89923077,48,13,,,,,0.968128706
1362484,13624843,SV,1,194.76,2122.17,,,,,,,,,-257.3425,102.0355172,4,29,10.89633395
1363126,13631263,SV,1,951.62,3138.91,,,,,,,,,-188.9755556,185.1633333,9,21,3.298490994
1363291,4.56114E+15,CC,1,0,5014.14,-240.0112766,1053.541667,47,6,,,,,,,,,
1363276,13632763,SV,1,812.36,2037.38,,,,,,,,,-90.11,107.4925,15,24,2.507976759
1363356,13633562,CK,1,2670.21,10.33,,,,,-59.14046875,66.18294118,64,17,,,,,0.00386861
1362835,13628353,SV,1,2030.24,2060.9,,,,,,,,,,2.555,,12,1.015101663
1362557,13625573,SV,1,697.92,68.86,,,,,,,,,-163.9855556,42.3405,9,20,0.098664603
1362546,13625462,CK,1,2657.17,84.83,,,,,-95.91548387,168.721,62,20,,,,,0.031924943
1362698,4.56114E+15,CC,1,2152.86,2500,-141.4990476,250.265,21,12,,,,,,,,,1.16124597
1362894,13628943,SV,1,2013.26,360.28,,,,,,,,,-259.0045455,79.738,11,15,0.178953538
1362933,13629332,CK,1,119.13,215.13,,,,,-44.265,187.9147059,70,17,,,,,1.805842357
1363002,13630022,CK,1,391.16,1137.89,,,,,-112.0714706,522.974375,68,16,,,,,2.909014214
1362909,13629093,SV,1,1132.28,1149.38,,,,,,,,,,1.425,,12,1.015102272
1363353,13633532,CK,1,4993.96,13.96,,,,,-144.555303,268.2735294,66,17,,,,,0.002795377
1362837,13628373,SV,1,169.9,545.76,,,,,,,,,-189.3342857,106.37,7,16,3.212242496
1362722,13627222,CK,1,6217.18,696.51,,,,,-249.2328814,399.3073913,59,23,,,,,0.112029891
1363296,4.56114E+15,CC,1,520.97,1001.67,-118.8639506,766.89,81,12,,,,,,,,,1.922701883
1363060,13630603,SV,1,675.99,1441.88,,,,,,,,,-573.04,112.4688235,2,17,2.132990133
1362843,13628433,SV,1,282.11,224.72,,,,,,,,,-146.868,39.83647059,5,17,0.796568714
1362961,13629612,CK,0,2541.98,413.73,,,,,-82.02888889,135.3711765,54,17,,,,,0.162758952
1363223,13632232,CK,1,4997.67,1839.28,,,,,-134.3911475,296.4394118,61,17,,,,,0.368027501
1362513,13625132,CK,1,266.76,661.68,,,,,-62.32083333,315.1033333,24,6,,,,,2.480431849
1362810,13628103,SV,1,183.59,731.5,,,,,,,,,-103.2425,56.54352941,4,17,3.984421809
1362675,13626752,CK,1,2793.52,2009.72,,,,,-60.61363636,34.395625,22,16,,,,,0.719422091
1363004,13630042,CK,1,299.35,644.11,,,,,-57.93928571,122.946875,28,16,,,,,2.15169534
1363212,4.56114E+15,CC,1,1885.71,3000,-120.7826923,195.9425,26,12,,,,,,,,,1.590912707
1363229,4.56114E+15,CC,1,989.45,1143.13,-109.1597561,364.4166667,41,12,,,,,,,,,1.155318611
1362817,4.56114E+15,CC,1,206.66,1000,-79.26681818,89.7625,22,12,,,,,,,,,4.83886577
1363493,13634933,SV,0,331.18,553.61,,,,,,,,,-129.9366667,91.09545455,6,11,1.671628722
1362705,13627053,SV,1,221.12,1415.16,,,,,,,,,-257.9233333,167.397619,9,21,6.399963821
1363011,13630113,SV,1,1470.91,1387.58,,,,,,,,,-351.8942857,254.9047368,14,19,0.943347995
1363193,13631933,SV,1,282.76,598.57,,,,,,,,,-172.172,65.37055556,5,18,2.116883576
1363482,13634823,SV,1,121.85,486.4,,,,,,,,,-96.991,66.723,10,20,3.991793188
1363495,13634952,CK,1,2605.49,178.5,,,,,-96.40491228,122.7308,57,25,,,,,0.068509186
1363242,13632422,CK,0,319.66,936.51,,,,,-45.41479452,302.4715385,73,13,,,,,2.929706563
1363490,13634903,SV,1,2267.29,2301.53,,,,,,,,,,2.853333333,,12,1.015101729
1363121,13631213,SV,1,120.94,122.74,,,,,,,,,,0.15,,12,1.014883413
1363282,4.56114E+15,CC,1,46.42,272.69,-162.9191667,310,24,12,,,,,,,,,5.874407583
1362975,4.56114E+15,CC,1,556.1,525.5,-167.7073684,272.4725,19,12,,,,,,,,,0.944973926
1363182,13631823,SV,1,3136.49,753.69,,,,,,,,,-514.53,76.215625,7,16,0.240297275
1363438,13634382,CK,1,138.08,254.88,,,,,-54.81123077,229.970625,65,16,,,,,1.845886443
1363208,13632082,CK,1,100.59,59.37,,,,,-45.97449275,223.6442857,69,14,,,,,0.590217715
1362677,13626772,CK,1,110.59,385.66,,,,,-60.84227273,268.16625,66,16,,,,,3.487295415
1363138,13631382,CK,1,103.39,15.52,,,,,-41.76222222,211.9291667,63,12,,,,,0.150111229
1363251,13632513,SV,1,5003.6,5059.46,,,,,,,,,-162.6130769,83.47923077,13,26,1.011163962
1363175,4.56114E+15,CC,1,2179.2,1148.45,-118.7882432,820.2241667,74,12,,,,,,,,,0.527005323
1363081,13630813,SV,1,323.49,765.22,,,,,,,,,-108,65.44866667,5,15,2.365513617
1362767,13627672,CK,1,235.4,193.12,,,,,-57.193,220.0683333,70,18,,,,,0.820390824
1363455,4.56114E+15,CC,1,0,5192.98,-254.8838095,159.58,21,1,,,,,,,,,
1362832,13628322,CK,1,838.43,49.08,,,,,-126.8164179,385.5835,67,20,,,,,0.058537982
1362690,4.56114E+15,CC,1,86.09,1200,-91.8056,111.3525,25,12,,,,,,,,,13.93890115
1362568,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1362657,13626572,CK,1,148.78,22.1,,,,,-77.53241935,390.02,62,12,,,,,0.148541471
1363356,4.56114E+15,CC,1,482.15,1000,-86.13439024,254.5333333,41,12,,,,,,,,,2.074043348
1363040,4.56114E+15,CC,1,0,1900,-242.3090909,141.425,11,6,,,,,,,,,
1363197,13631972,CK,1,2696.67,158.09,,,,,-87.00583333,127.707619,60,21,,,,,0.058624155
1362658,13626583,SV,1,235.06,238.62,,,,,,,,,,0.296666667,,12,1.015145069
1362588,13625882,CK,1,230.67,5.87,,,,,-44.26952381,150.8341176,63,17,,,,,0.025447609
1363086,13630863,SV,1,192.71,1196.95,,,,,,,,,-32.3,72.85875,5,16,6.211146282
1362903,13629033,SV,1,3317.38,3704.8,,,,,,,,,-94.39285714,55.16684211,7,19,1.116784933
1363364,13633642,CK,1,1287.08,296.28,,,,,-75.63805556,297.0093333,72,15,,,,,0.230195481
1362933,4.56114E+15,CC,1,767.27,899.08,-125.9624138,300.7708333,29,12,,,,,,,,,1.171790895
1363469,13634692,CK,1,112.95,220.22,,,,,-31.17109375,191.1109091,64,11,,,,,1.949712262
1363169,13631692,CK,0,169,0,,,,,-27.78212121,124.635,33,6,,,,,0
1363332,4.56114E+15,CC,0,2770.4,839.43,-215.2055556,336.1675,9,12,,,,,,,,,0.302999567
1362920,13629203,SV,1,718.13,739.98,,,,,,,,,,1.820833333,,12,1.030426246
1363203,13632032,CK,1,1033.81,997.7,,,,,-170.1436364,699.585625,66,16,,,,,0.965070951
1363223,4.56114E+15,CC,1,657.55,586.29,-166.8359259,385.5816667,27,12,,,,,,,,,0.891628013
1363133,13631332,CK,0,2736.94,1068.52,,,,,-76.47730769,26.71833333,26,12,,,,,0.390406805
1363004,4.56114E+15,CC,1,36.38,505.43,-123.0332,237.0263636,25,11,,,,,,,,,13.89307312
1362498,13624983,SV,1,2273.51,2307.85,,,,,,,,,,2.861666667,,12,1.015104398
1362702,13627022,CK,1,318.2,428.94,,,,,-58.45385965,202.5064706,57,17,,,,,1.348020113
1362631,13626312,CK,1,4478.55,0,,,,,-112.352807,106.9755556,57,18,,,,,0
1363253,13632533,SV,0,1241.42,1701.18,,,,,,,,,-140.9985714,90.43875,7,16,1.370350083
1363209,4.56114E+15,CC,1,1523.62,1600,-102.3064706,158.9416667,17,12,,,,,,,,,1.05013061
1363200,13632002,CK,1,2801.98,955.03,,,,,-91.6462069,165.1680952,58,21,,,,,0.340841119
1362563,4.56114E+15,CC,1,0,1000,-111.5236364,368.475,22,4,,,,,,,,,
1363083,13630833,SV,1,5830.18,6325.98,,,,,,,,,-111.8357143,58.14090909,7,22,1.085040256
1363461,13634612,CK,1,3144.44,1223.94,,,,,-110.1377273,281.5047368,66,19,,,,,0.389239419
1363130,13631302,CK,1,243.61,130.75,,,,,-43.93806452,153.6058824,62,17,,,,,0.536718526
1362572,13625722,CK,1,244.5,1.97,,,,,-54.98683333,191.07625,60,16,,,,,0.00805726
1362749,13627493,SV,0,147.15,136.05,,,,,,,,,-57.202,24.99181818,5,11,0.924566769
1363427,13634272,CK,1,743.67,809.67,,,,,-223.7030303,780.5473684,66,19,,,,,1.088749042
1363317,13633173,SV,1,183.77,186.53,,,,,,,,,,0.23,,12,1.015018773
1362735,4.56114E+15,CC,1,0,3000,-115.3846154,,26,,,,,,,,,,
1363161,13631612,CK,1,2655.35,39.09,,,,,-80.53671875,158.630625,64,16,,,,,0.014721223
1362552,13625522,CK,1,213.03,7.42,,,,,-40.9957971,218.6441667,69,12,,,,,0.034830775
1363142,13631423,SV,1,398.62,404.63,,,,,,,,,,0.500833333,,12,1.015077016
1362995,13629952,CK,1,381.9,2007.33,,,,,-123.9933333,535.8405263,69,19,,,,,5.256166536
1363017,13630172,CK,1,2694.91,147.15,,,,,-101.6535484,208.5977778,62,18,,,,,0.054602937
1362650,13626503,SV,1,155.66,149.2,,,,,,,,,-104.1327273,51.77272727,11,22,0.958499293
1363408,13634083,SV,1,373.08,1056.1,,,,,,,,,-54.21727273,71.07833333,11,18,2.830760159
1362636,13626362,CK,1,2676.3,19.2,,,,,-77.62140625,128.3605556,64,18,,,,,0.007174084
1363438,4.56114E+15,CC,1,1018.92,684.3,-112.5356757,378.1783333,37,12,,,,,,,,,0.671593452
1362990,13629903,SV,1,160.9,1113.07,,,,,,,,,-41.26956522,90.54142857,23,21,6.917775016
1363018,13630183,SV,1,11793.93,9387.66,,,,,,,,,-363.1742105,204.3236364,19,22,0.795973861
1363101,13631013,SV,1,5929.02,6015.58,,,,,,,,,-0.75,7.463333333,4,12,1.014599377
1363128,13631283,SV,1,2178.79,2211.69,,,,,,,,,,2.741666667,,12,1.015100124
1363201,4.56114E+15,CC,1,0,1000,-125.24,502.88,12,1,,,,,,,,,
1362580,13625802,CK,1,376.21,29.97,,,,,-61.71173913,355.6245455,69,11,,,,,0.079662954
1362966,13629662,CK,1,2299.22,63.32,,,,,-71.00088235,172.8106667,68,15,,,,,0.027539774
1362822,13628223,SV,1,160.93,523.43,,,,,,,,,-136.52625,79.59125,16,32,3.252532157
1362711,13627113,SV,1,223.6,38.87,,,,,,,,,-96.53875,34.56352941,8,17,0.173837209
1363087,13630872,CK,1,320.68,30.86,,,,,-51.1784058,216.0993333,69,15,,,,,0.096233005
1362511,4.56114E+15,CC,1,0,904.93,-102.91025,535.2466667,40,6,,,,,,,,,
1362657,4.56114E+15,CC,1,0,0,,,,,,,,,,,,,
1363206,4.56114E+15,CC,1,0,5490.45,-247.6030769,947.23,26,1,,,,,,,,,
1362804,13628043,SV,1,445.15,450.37,,,,,,,,,-316.67,84.82933333,4,15,1.011726384
1362781,13627813,SV,1,961.57,2797.34,,,,,,,,,-320.69,130.4142105,2,19,2.90913818
1362633,13626332,CK,0,4224.91,234.2,,,,,-107.4828358,160.532,67,20,,,,,0.055433133
1363046,13630463,SV,1,204.24,561.55,,,,,,,,,-44.464,36.226875,5,16,2.749461418
1362548,13625482,CK,1,6004.34,569.65,,,,,-176.604127,237.1404167,63,24,,,,,0.094873042
1362740,4.56114E+15,CC,1,1563.83,1121.88,-130.4291667,434.78,36,12,,,,,,,,,0.717392555
1362963,13629632,CK,1,325.98,127.65,,,,,-40.44527027,199.6157143,74,14,,,,,0.391588441
1362516,4.56114E+15,CC,1,117.14,430.72,-175.2814815,372.1025,27,12,,,,,,,,,3.676967731
1363262,13632623,SV,1,1919.95,6027.35,,,,,,,,,-194.5788889,266.3127273,9,22,3.139326545
1363403,13634033,SV,1,1165.12,1590.22,,,,,,,,,-170.415,65.10352941,4,17,1.364855122
1363364,4.56114E+15,CC,0,1783.86,1785.97,-122.5295238,1105.415714,63,7,,,,,,,,,1.001182828
1363433,4.56114E+15,CC,1,579.32,0,-107.7375,207.0542857,8,7,,,,,,,,,0
1363133,4.56114E+15,CC,1,1656.7,0,,1675.89,,1,,,,,,,,,0
1363264,13632643,SV,1,2095.37,369.44,,,,,,,,,-244.5108333,54.91818182,12,22,0.176312537
1363405,13634052,CK,1,238.1,344.52,,,,,-48.96362319,232.3273333,69,15,,,,,1.446955061
1363022,4.56114E+15,CC,1,0,604.65,-141.52,269.049,23,10,,,,,,,,,
1362693,13626933,SV,1,167.24,10.34,,,,,,,,,-38.94625,11.04785714,8,14,0.061827314
1362614,13626143,SV,1,140.65,1534.73,,,,,,,,,-151.635,100.3596552,10,29,10.9116957
1362631,4.56114E+15,CC,1,759.86,575,-262.902973,826.7558333,37,12,,,,,,,,,0.756718343
1362586,4.56114E+15,CC,1,1374.28,3700,-117.0241026,215.2583333,39,12,,,,,,,,,2.692318887
1363400,13634003,SV,1,565.38,137.85,,,,,,,,,-156.9620833,139.1483333,24,24,0.243818317
1362815,4.56114E+15,CC,1,0,1000,-69.67375,58.45,16,2,,,,,,,,,
1363037,13630373,SV,1,310.41,2054.92,,,,,,,,,-64.7075,100.167,4,20,6.620018685
1363399,13633992,CK,1,1268.66,548.29,,,,,-49.185,201.8623077,68,13,,,,,0.432180411
1363043,13630433,SV,1,522.81,1379.43,,,,,,,,,-149.3488889,91.69833333,9,24,2.638491995
