cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,state_code,cc_acct_nbr,cc_acct_active,cc_starting_balance,cc_ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,cc_end_start_ratio,cq_av_wd,cq_av_dp,cq_n_wd,cq_n_dp,cq_end_start_ratio,cq_acct_nbr,cq_acct_active,cq_starting_balance,cq_ending_balance,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,sv_end_start_ratio,sv_acct_nbr,sv_acct_active,sv_starting_balance,sv_ending_balance
1362883,12403,31,1,3,M ,2,IL  ,4561143213628830.0,1.0,0.0,983.06,-109.65517241379312,445.162,29.0,5.0,,,,,,,,,,,-159.30428571428573,31.25555555555556,7.0,18.0,0.2132228345223347,13628833.0,1.0,702.27,149.74
1363270,0,16,1,0,M ,1,TX  ,,,,,,,,,,-56.89031746031746,211.56625,63.0,16.0,0.0729423820392193,13632702.0,1.0,214.69,15.66,-96.82058823529412,59.077200000000005,17.0,25.0,0.6921703972171125,13632703.0,1.0,549.07,380.05
1363066,3240,64,1,0,M ,1,CA  ,,,,,,,,,,-32.90270833333333,160.01875,48.0,8.0,0.0621610607817936,13630662.0,0.0,319.01,19.83,,,,,,,,,
1362740,2715,61,1,0,M ,2,PA  ,4561143213627400.0,1.0,1563.83,1121.88,-130.42916666666667,434.78,36.0,12.0,0.7173925554567953,-71.74380000000001,264.7318181818182,50.0,11.0,0.4543926426972466,13627402.0,1.0,1237.41,562.27,,0.15,,7.0,1.0088368961454302,13627403.0,0.0,118.82,119.87
1362658,45629,44,4,2,F ,3,MI  ,4561143213626580.0,1.0,4414.23,0.0,,563.9525,,8.0,0.0,-341.376,59.92076923076924,10.0,13.0,0.5717118748486243,13626582.0,1.0,6151.91,3517.12,,0.2966666666666666,,12.0,1.0151450693439974,13626583.0,1.0,235.06,238.62
1363127,0,16,1,0,F ,1,VA  ,4561143213631270.0,1.0,825.68,305.79,-117.70888888888892,318.18,9.0,5.0,0.3703492878597035,,,,,,,,,,,0.15,,12.0,1.014728745601833,13631273.0,1.0,122.21,124.01
1363474,3339,20,5,0,F ,1,CA  ,4561143213634740.0,1.0,0.0,702.74,-93.8696875,466.18,32.0,5.0,,-96.901,137.57130434782607,60.0,23.0,0.0115176101238637,13634742.0,1.0,2681.98,30.89,-201.746,33.53875,5.0,16.0,0.9071892423359296,13634743.0,1.0,5095.53,4622.61
1362597,12106,19,4,0,M ,1,TX  ,4561143213625970.0,1.0,939.06,442.72,-102.1930303030303,329.81083333333333,33.0,12.0,0.4714501735778332,-110.8565,238.67,60.0,19.0,0.1645048985166297,13625972.0,1.0,2533.42,416.76,,,,,,,,,
1363392,0,17,2,0,F ,1,NY  ,4561143213633920.0,1.0,834.77,1000.0,-57.75666666666668,99.87666666666668,21.0,12.0,1.197934760472945,-119.9313559322034,201.81500000000003,59.0,22.0,0.0321950574767504,13633922.0,1.0,2723.71,87.69,-75.21142857142857,41.18875,7.0,16.0,2.215405777166437,13633923.0,1.0,109.05,241.59
1363249,61885,52,2,2,F ,2,CA  ,4561143213632490.0,1.0,2615.76,3082.05,-161.50943396226415,706.6550000000001,53.0,12.0,1.1782617671345994,-179.09984375,787.6223529411765,64.0,17.0,3.0287705409872308,13632492.0,1.0,949.93,2877.12,,,,,,,,,
1363331,31054,55,5,2,M ,2,MN  ,4561143213633310.0,1.0,7574.56,2264.61,-207.11814814814807,918.305,27.0,12.0,0.298975782091633,-174.8425806451613,379.6828,62.0,25.0,0.6823722235828262,13633312.0,1.0,4246.48,2897.68,-171.6575,63.75421052631579,8.0,19.0,0.8209026128266033,13633313.0,1.0,905.15,743.04
1362637,23973,45,5,0,F ,1,HI  ,4561143213626370.0,1.0,0.0,1200.0,-94.5321052631579,110.83333333333331,19.0,6.0,,-50.36424242424243,205.112,66.0,15.0,0.2256691187979339,13626372.0,1.0,319.45,72.09,-171.29,3.0546153846153845,2.0,13.0,0.1288327676465512,13626373.0,1.0,347.66,44.79
1363371,3551,27,4,2,F ,2,CA  ,,,,,,,,,,-81.19426229508197,105.68047619047618,61.0,21.0,0.0195476424467192,13633712.0,1.0,2788.06,54.5,-178.34,77.86588235294118,11.0,17.0,0.120840389354701,13633713.0,1.0,726.33,87.77
1363453,12728,35,2,0,M ,1,FL  ,,,,,,,,,,-34.635000000000005,20.03666666666667,8.0,3.0,0.0,13634532.0,1.0,216.97,0.0,,,,,,,,,
1362963,4508,69,4,0,F ,1,NC  ,,,,,,,,,,-40.44527027027027,199.6157142857143,74.0,14.0,0.3915884410086508,13629632.0,1.0,325.98,127.65,,,,,,,,,
1362902,18760,48,5,0,F ,1,NY  ,4561143213629020.0,1.0,273.45,346.97,-112.64156862745098,472.92083333333335,51.0,12.0,1.268860852075334,-68.45838709677419,235.535,62.0,18.0,0.9593136838528836,13629022.0,1.0,117.73,112.94,-151.38,151.8464705882353,8.0,17.0,8.408382909680908,13629023.0,1.0,184.9,1554.71
1363228,36237,41,1,0,M ,1,MA  ,,,,,,,,,,-95.99878378378378,496.785,74.0,14.0,0.5812266246730969,13632282.0,1.0,355.61,206.69,-185.4025,109.42388888888888,4.0,18.0,4.955740239659838,13632283.0,1.0,310.44,1538.46
1362698,49623,55,5,1,F ,4,TX  ,4561143213626980.0,1.0,2152.86,2500.0,-141.49904761904762,250.265,21.0,12.0,1.1612459704764824,-228.704,473.43125,60.0,16.0,0.0277642027617118,13626982.0,1.0,6322.89,175.55,-288.19777777777773,519.86,18.0,15.0,6.221410997539656,13626983.0,0.0,499.93,3110.27
1362820,129196,55,5,2,M ,3,IL  ,4561143213628200.0,1.0,4011.25,4231.59,-537.4419444444444,1654.1666666666667,36.0,12.0,1.0549305079464009,-628.386393442623,1286.5757894736842,61.0,19.0,0.4870450991010025,13628202.0,1.0,27072.38,13185.47,,,,,,,,,
1363167,39703,38,8,0,F ,1,NJ  ,,,,,,,,,,-209.6618032786885,409.4383333333333,61.0,18.0,0.0125016171382029,13631672.0,1.0,5488.09,68.61,-324.9857142857143,121.85315789473684,7.0,19.0,1.0317220303372754,13631673.0,1.0,1256.54,1296.4
1362759,27258,69,9,0,F ,2,CA  ,4561143213627590.0,1.0,1320.06,835.19,-158.15302325581396,608.67,43.0,12.0,0.6326909382906838,-55.65931506849315,302.87333333333333,73.0,12.0,0.0106630969141643,13627592.0,1.0,433.27,4.62,-165.984,117.7195,15.0,20.0,0.3700497929173065,13627593.0,1.0,214.89,79.52
1362555,26598,57,6,0,M ,2,CA  ,,,,,,,,,,-84.81053571428572,220.94130434782608,56.0,23.0,1.7002760975404134,13625552.0,0.0,474.47,806.73,-117.3075,66.14526315789473,12.0,19.0,0.6332377527216174,13625553.0,1.0,411.52,260.59
1362677,11812,32,2,2,M ,4,OK  ,,,,,,,,,,-60.84227272727272,268.16625,66.0,16.0,3.487295415498689,13626772.0,1.0,110.59,385.66,,,,,,,,,
1363493,30068,69,5,0,M ,2,TX  ,4561143213634930.0,1.0,0.0,0.0,,,,,,-143.90661538461538,278.10473684210524,65.0,19.0,0.3353941317865914,13634932.0,1.0,6123.84,2053.9,-129.93666666666667,91.09545454545456,6.0,11.0,1.6716287215411558,13634933.0,0.0,331.18,553.61
1362881,12690,55,5,0,M ,2,AZ  ,4561143213628810.0,1.0,490.96,440.26,-115.5763157894737,553.7883333333333,57.0,12.0,0.8967329313997067,-50.6683870967742,174.395625,62.0,16.0,0.0,13628812.0,0.0,351.11,0.0,-130.64714285714285,39.64764705882353,7.0,17.0,0.2036288987484272,13628813.0,1.0,302.02,61.5
1363268,35508,56,6,1,F ,2,TX  ,4561143213632680.0,1.0,1873.47,1800.0,-120.81066666666666,180.25666666666663,15.0,12.0,0.9607839997437908,-54.03313432835821,347.8476923076923,67.0,13.0,5.681999896163232,13632682.0,0.0,192.61,1094.41,-151.095,36.750625,6.0,16.0,0.3611423070752447,13632683.0,1.0,498.64,180.08
1363146,8381,44,4,0,F ,2,NJ  ,4561143213631460.0,1.0,2782.38,0.0,,2814.61,,1.0,0.0,,,,,,,,,,,,,,,,,,
1362656,17584,64,4,0,M ,4,TX  ,4561143213626560.0,1.0,893.25,445.22,-109.71368421052632,389.13916666666665,38.0,12.0,0.498427092079485,,,,,,,,,,-115.34,87.3515,13.0,20.0,3.0396694214876034,13626563.0,1.0,121.0,367.8
1363207,10919,73,3,0,M ,2,IL  ,4561143213632070.0,1.0,886.67,777.0,-100.515,551.0058333333333,64.0,12.0,0.8763124950658081,,,,,,,,,,,,,,,,,,
1363390,12973,50,0,2,M ,2,NY  ,4561143213633900.0,1.0,0.0,1860.67,-126.1154054054054,355.045,37.0,8.0,,-90.82864406779662,134.2821739130435,59.0,23.0,0.1642955737554063,13633902.0,1.0,2716.75,446.35,-58.65272727272728,51.48500000000001,11.0,22.0,2.926228860439387,13633903.0,1.0,253.08,740.57
1363003,7968,68,8,0,M ,2,NY  ,,,,,,,,,,-72.95538461538462,238.3065,65.0,20.0,1.1568230764210663,13630032.0,1.0,153.23,177.26,,,,,,,,,
1362513,28058,32,2,2,F ,4,NY  ,,,,,,,,,,-62.32083333333333,315.1033333333333,24.0,6.0,2.4804318488529016,13625132.0,1.0,266.76,661.68,-136.45499999999998,58.57222222222222,8.0,18.0,0.9041064228665348,13625133.0,1.0,389.39,352.05
1362595,29241,58,5,2,F ,2,TX  ,,,,,,,,,,-111.21,129.53428571428572,52.0,14.0,0.0288522937732576,13625952.0,1.0,4087.37,117.93,,,,,,,,,
1362982,0,15,7,0,F ,1,IL  ,,,,,,,,,,,,,,,,,,,-166.0157142857143,138.84279999999998,14.0,25.0,1.528584410851605,13629823.0,1.0,2167.79,3313.65
1363064,0,13,5,0,F ,1,NY  ,,,,,,,,,,,,,,,,,,,-65.55199999999999,85.4211111111111,10.0,18.0,4.991763587817351,13630643.0,1.0,220.97,1103.03
1363247,19686,64,4,0,F ,2,OH  ,4561143213632470.0,1.0,105.3,3000.0,-97.68195652173912,152.355,46.0,12.0,28.49002849002849,-48.30338028169014,214.82117647058823,71.0,17.0,1.940902745463006,13632472.0,1.0,236.39,458.81,-66.20647058823529,56.49571428571429,17.0,21.0,1.218726430341558,13632473.0,1.0,278.43,339.33
1362860,0,15,7,0,F ,1,CA  ,,,,,,,,,,,,,,,,,,,-196.0771428571429,118.62954545454544,14.0,22.0,0.939519032519198,13628603.0,1.0,2235.91,2100.68
1362839,43315,33,3,3,M ,3,MD  ,4561143213628390.0,1.0,3640.88,3783.62,-247.05134146341464,1693.55,82.0,12.0,1.0392048076289249,-222.298125,335.9025,64.0,16.0,0.0036914322757229,13628392.0,1.0,8885.44,32.8,-349.2747058823529,184.19185185185185,17.0,27.0,0.7797037151872186,13628393.0,1.0,4386.32,3420.03
1362921,19987,45,5,2,F ,3,KS  ,4561143213629210.0,1.0,2273.2,81.68,-110.70666666666666,271.6716666666667,9.0,12.0,0.0359317262009502,-43.94780487804879,85.32333333333332,41.0,18.0,0.0,13629212.0,1.0,266.04,0.0,,,,,,,,,
1362492,40252,40,0,5,F ,3,TX  ,4561143213624920.0,1.0,0.0,2000.0,-171.9752,584.03,25.0,4.0,,-241.04210526315788,384.2075,57.0,24.0,0.1142425905598243,13624922.0,1.0,5101.6,582.82,,,,,,,,,
1362717,0,16,1,0,F ,1,NY  ,4561143213627170.0,1.0,0.0,1000.0,-94.72052631578948,400.12,19.0,2.0,,-48.064461538461536,161.07578947368418,65.0,19.0,0.7956141194575358,13627172.0,1.0,311.91,248.16,,0.23,,12.0,1.0149975547465089,13627173.0,1.0,184.03,186.79
1362961,5505,18,3,0,F ,1,NC  ,4561143213629610.0,1.0,473.1,1000.0,-129.47682926829268,399.0258333333333,41.0,12.0,2.113718030014796,-82.0288888888889,135.37117647058824,54.0,17.0,0.1627589516833334,13629612.0,0.0,2541.98,413.73,,,,,,,,,
1363287,18449,39,9,0,M ,2,OH  ,4561143213632870.0,1.0,719.04,991.56,-75.00176470588235,95.41166666666668,17.0,12.0,1.3790053404539386,,,,,,,,,,,,,,,,,,
1362574,26763,31,1,2,F ,2,NY  ,4561143213625740.0,1.0,0.0,1300.0,-149.18032786885246,1300.0,61.0,6.0,,,,,,,,,,,,,,,,,,,
1363083,22680,64,4,0,M ,1,FL  ,4561143213630830.0,1.0,0.0,969.94,-129.1160606060606,371.0622222222222,33.0,9.0,,-41.65032786885246,305.308,61.0,15.0,8.116257154823398,13630832.0,1.0,286.52,2325.47,-111.83571428571427,58.14090909090908,7.0,22.0,1.085040256046983,13630833.0,1.0,5830.18,6325.98
1363043,20840,42,2,1,M ,2,DC  ,4561143213630430.0,1.0,471.22,1000.0,-106.98795918367348,398.3333333333333,49.0,12.0,2.1221510122660328,-142.37295081967213,225.81181818181813,61.0,22.0,0.158735871006876,13630432.0,1.0,4418.22,701.33,-149.3488888888889,91.69833333333334,9.0,24.0,2.6384919951798937,13630433.0,1.0,522.81,1379.43
1362675,10608,63,3,0,F ,2,MN  ,4561143213626750.0,1.0,153.26,911.38,-84.84176470588235,64.2725,17.0,12.0,5.946626647527078,-60.61363636363637,34.395625,22.0,16.0,0.7194220911251754,13626752.0,1.0,2793.52,2009.72,-63.5225,20.49875,4.0,16.0,1.3678132311215092,13626753.0,1.0,200.89,274.78
1363308,27155,22,1,1,M ,2,NY  ,4561143213633080.0,0.0,2794.47,498.06,-112.71206896551725,1403.765,29.0,4.0,0.1782305768177865,-0.75,7.165833333333333,1.0,12.0,1.014969333967906,13633082.0,1.0,5568.05,5651.4,-167.98833333333332,130.53117647058824,6.0,17.0,4.234170961625764,13633083.0,1.0,374.47,1585.57
1362940,0,17,2,0,F ,1,NY  ,4561143213629400.0,1.0,73.17,41.22,-113.21214285714288,202.24375,14.0,8.0,0.5633456334563345,,,,,,,,,,-73.84333333333333,52.8425,6.0,20.0,4.700869145340415,13629403.0,1.0,165.68,778.84
1363165,15301,69,7,0,M ,2,MO  ,4561143213631650.0,1.0,261.21,429.34,-110.0,208.52916666666667,24.0,12.0,1.6436583591746106,-69.93657142857144,211.32769230769236,70.0,13.0,0.0426897197094603,13631652.0,1.0,2244.1,95.8,-80.058,12.246666666666666,5.0,15.0,0.2085723681806555,13631653.0,1.0,273.67,57.08
1363409,9379,69,9,0,F ,2,NY  ,4561143213634090.0,1.0,977.54,160.42,-107.82703703703704,311.85166666666663,27.0,12.0,0.1641058166417742,,,,,,,,,,,,,,,,,,
1363022,26364,41,1,2,M ,2,IN  ,4561143213630220.0,1.0,0.0,604.65,-141.52,269.049,23.0,10.0,,-62.38375,342.9125,8.0,4.0,3.795118201037863,13630222.0,1.0,312.18,1184.76,,0.17,,12.0,1.014786894752102,13630223.0,1.0,137.96,140.0
1362797,17912,32,2,3,F ,2,WA  ,4561143213627970.0,1.0,111.07,100.0,-137.3111111111111,105.17916666666666,9.0,12.0,0.9003331232556047,,,,,,,,,,,,,,,,,,
1363491,0,14,6,0,M ,1,HI  ,,,,,,,,,,,,,,,,,,,-156.3455555555555,152.435,9.0,8.0,0.0867364322219518,13634913.0,0.0,205.45,17.82
1363266,20889,23,2,0,F ,3,CA  ,4561143213632660.0,1.0,0.0,994.65,-85.88235294117646,465.35,17.0,1.0,,-66.89258064516129,57.79608695652173,62.0,23.0,0.000701968347609,13632662.0,1.0,2820.64,1.98,,,,,,,,,
1362614,18040,27,6,2,F ,2,NY  ,,,,,,,,,,,,,,,,,,,-151.635,100.35965517241378,10.0,29.0,10.91169569854248,13626143.0,1.0,140.65,1534.73
1362858,60242,41,1,4,F ,2,CA  ,4561143213628580.0,1.0,0.0,708.2,-420.2171641791045,2495.122727272727,67.0,11.0,,-137.52584615384615,380.3882608695652,65.0,23.0,0.7555381373355263,13628582.0,1.0,778.24,587.99,-294.58214285714286,131.56875,14.0,24.0,0.3796824664886224,13628583.0,1.0,1561.41,592.84
1362879,0,15,7,0,F ,1,OR  ,,,,,,,,,,,,,,,,,,,-114.205,54.90888888888889,4.0,18.0,2.6249808476082497,13628793.0,1.0,326.33,856.61
1362654,0,13,5,0,F ,1,TX  ,,,,,,,,,,,,,,,,,,,-137.846,35.144,5.0,15.0,0.7934177150650709,13626543.0,1.0,784.53,622.46
1363348,36259,45,5,2,F ,2,MA  ,4561143213633480.0,1.0,232.29,1800.0,-204.74260869565217,659.8333333333334,46.0,12.0,7.748934521503293,-159.04763636363634,313.4817647058823,55.0,17.0,0.2669598744253071,13633482.0,0.0,4663.36,1244.93,-190.083125,151.27642857142857,16.0,28.0,3.7475495835442456,13633483.0,1.0,434.62,1628.76
1363123,56384,35,2,2,M ,4,IL  ,4561143213631230.0,1.0,1766.88,2800.0,-216.60277777777776,272.4216666666667,18.0,12.0,1.5847142986507288,-300.5624137931034,618.785294117647,58.0,17.0,0.0915557272592283,13631232.0,1.0,7610.01,696.74,,,,,,,,,
1362736,20358,42,2,0,F ,1,DC  ,4561143213627360.0,1.0,862.8,328.79,-122.94190476190477,312.794,21.0,10.0,0.3810732498840983,-56.97464285714285,48.67058823529412,28.0,17.0,0.7238529505822832,13627362.0,1.0,2783.01,2014.49,,2.7016666666666667,,12.0,1.0150953587126574,13627363.0,1.0,2147.68,2180.1
1363205,0,17,2,0,F ,1,IL  ,4561143213632050.0,1.0,2825.91,684.12,-147.67636363636365,320.7008333333333,11.0,12.0,0.2420883892268331,-111.16384615384617,126.325,13.0,2.0,0.5392574676315698,13632052.0,0.0,2588.17,1395.69,-185.67,107.94736842105264,5.0,19.0,10.377080719364283,13632053.0,0.0,119.55,1240.58
1362511,2517,83,3,0,M ,1,NY  ,4561143213625110.0,1.0,0.0,904.93,-102.91025,535.2466666666667,40.0,6.0,,-50.63089552238806,267.9066666666667,67.0,12.0,0.0625693600380489,13625112.0,1.0,189.23,11.84,-121.04384615384616,92.72454545454546,13.0,22.0,2.6466242488511846,13625113.0,1.0,282.9,748.73
1363470,18390,38,8,2,F ,2,FL  ,4561143213634700.0,1.0,0.0,5000.0,-142.8725641025641,109.84333333333332,39.0,6.0,,-103.44574074074072,183.75722222222225,54.0,18.0,0.4400035389617571,13634702.0,1.0,4068.99,1790.37,,,,,,,,,
1362980,8201,18,3,0,M ,1,IL  ,4561143213629800.0,1.0,107.81,512.73,-117.49761904761904,411.95454545454544,42.0,11.0,4.755866802708469,-91.58444444444446,126.93944444444443,54.0,18.0,0.0425596994515855,13629802.0,1.0,2778.92,118.27,-154.21,70.9852,11.0,25.0,1.3375862068965516,13629803.0,1.0,232.0,310.32
1362593,11725,30,0,0,M ,1,NY  ,4561143213625930.0,1.0,0.0,689.96,-115.50870967741936,1086.95,62.0,6.0,,-123.5391935483871,168.7231818181818,62.0,22.0,0.040967894756022,13625932.0,1.0,4116.15,168.63,,,,,,,,,
1363449,30265,34,4,0,F ,1,CA  ,4561143213634490.0,1.0,991.87,636.53,-205.09222222222223,704.7845454545454,36.0,11.0,0.641747406414147,-64.78444444444443,369.13125,72.0,16.0,4.747042491549975,13634492.0,1.0,331.36,1572.98,,,,,,,,,
1363327,12310,40,0,0,F ,1,CA  ,4561143213633270.0,1.0,0.0,3000.0,-109.64083333333332,133.435,36.0,8.0,,-86.81746268656717,181.23210526315788,67.0,19.0,0.0903216162452424,13633272.0,1.0,2609.01,235.65,-162.88714285714286,54.93869565217391,7.0,23.0,1.443733141521309,13633273.0,1.0,278.05,401.43
1362837,22322,50,0,0,M ,2,AZ  ,4561143213628370.0,1.0,0.0,1100.0,-120.6409090909091,49.618,11.0,5.0,,-86.22172413793103,130.17285714285714,58.0,21.0,0.1896969393807301,13628372.0,1.0,2798.78,530.92,-189.3342857142857,106.37,7.0,16.0,3.2122424955856386,13628373.0,1.0,169.9,545.76
1362919,4300,24,3,0,F ,1,CA  ,,,,,,,,,,,,,,,,,,,,0.395,,12.0,1.015099388379205,13629193.0,1.0,313.92,318.66
1363306,15576,46,6,0,F ,1,CA  ,4561143213633060.0,1.0,0.0,137.4,-104.46857142857142,278.77200000000005,28.0,10.0,,-51.95934426229508,179.39411764705883,61.0,17.0,0.4896064065428522,13633062.0,1.0,234.76,114.94,-132.815,77.841,8.0,20.0,1.7071935446949753,13633063.0,1.0,698.96,1193.26
1362715,17750,56,6,1,F ,2,NY  ,4561143213627150.0,1.0,418.99,933.22,-124.5885,375.61666666666673,40.0,12.0,2.227308527649825,-80.0922033898305,141.26235294117646,59.0,17.0,0.136373770930414,13627152.0,1.0,2691.06,366.99,-41.755,23.962857142857143,6.0,14.0,1.7714311660007265,13627153.0,1.0,110.12,195.07
1363102,18183,33,3,3,F ,2,CA  ,4561143213631020.0,1.0,0.0,1000.0,-117.32777777777778,55.95,9.0,1.0,,,,,,,,,,,,,,,,,,,
1363184,19840,50,0,2,F ,4,OH  ,4561143213631840.0,1.0,0.0,1000.0,-87.29409090909091,460.755,22.0,2.0,,-26.58157894736842,128.11,19.0,2.0,0.2312944084028421,13631842.0,1.0,323.7,74.87,,,,,,,,,
1362694,29838,36,6,2,F ,2,GA  ,4561143213626940.0,1.0,1156.23,1360.3,-206.26088888888887,762.9275000000001,45.0,12.0,1.1764960258772044,-139.86188679245282,167.32,53.0,21.0,0.0234540509949065,13626942.0,1.0,3993.34,93.66,,,,,,,,,
1362776,27269,68,3,0,M ,2,TN  ,,,,,,,,,,-95.38650793650794,150.40727272727273,63.0,22.0,0.0114482304285766,13627762.0,1.0,2732.3,31.28,,,,,,,,,
1362959,77727,57,7,1,F ,2,NC  ,4561143213629590.0,0.0,3094.22,20.0,-226.3725,682.0458333333333,20.0,12.0,0.0064636645099572,-208.44771428571428,1304.8535714285715,70.0,14.0,4.975745058177257,13629592.0,0.0,924.76,4601.37,,,,,,,,,
1362572,0,17,2,0,M ,1,NM  ,4561143213625720.0,1.0,379.26,369.97,-144.91518518518518,357.0309090909091,27.0,11.0,0.9755049306544324,-54.98683333333334,191.07625,60.0,16.0,0.0080572597137014,13625722.0,1.0,244.5,1.97,-109.085,52.60190476190476,8.0,21.0,2.137425312330256,13625723.0,1.0,202.51,432.85
1363428,8301,82,2,0,M ,1,IN  ,,,,,,,,,,-69.6154411764706,276.03357142857146,68.0,14.0,0.240127154908913,13634282.0,0.0,1145.06,274.96,,,,,,,,,
1362633,10818,28,4,2,F ,2,NY  ,4561143213626330.0,1.0,249.18,1000.0,-115.54384615384616,442.24,52.0,12.0,4.013163175214705,-107.48283582089552,160.53199999999998,67.0,20.0,0.0554331334868671,13626332.0,0.0,4224.91,234.2,-84.40785714285714,58.69842105263158,14.0,19.0,0.4632412344482146,13626333.0,1.0,123.78,57.34
1362551,23085,27,6,0,F ,1,NC  ,,,,,,,,,,-83.41510204081634,321.03277777777777,49.0,18.0,5.791483695498201,13625512.0,1.0,352.97,2044.22,,,,,,,,,
1362898,12449,32,1,2,M ,2,IL  ,,,,,,,,,,-54.464,109.91615384615385,55.0,26.0,0.6141884508699672,13628982.0,1.0,356.91,219.21,,,,,,,,,
1362816,11918,19,4,0,F ,1,KY  ,4561143213628160.0,1.0,1182.52,3000.0,-127.28593406593409,822.8108333333333,91.0,12.0,2.536954977505666,-124.23037735849056,90.03222222222222,53.0,27.0,0.0047255491174342,13628162.0,1.0,4173.06,19.72,,,,,,,,,
1363081,41876,37,7,0,F ,1,KY  ,4561143213630810.0,0.0,1692.71,84.59,-141.69909090909093,477.8971428571428,11.0,7.0,0.0499731200264664,-60.31909090909091,517.4,33.0,4.0,1.2293612577594708,13630812.0,1.0,344.74,423.81,-108.0,65.44866666666667,5.0,15.0,2.3655136171133573,13630813.0,1.0,323.49,765.22
1363142,40671,30,0,2,M ,3,IL  ,4561143213631420.0,1.0,0.0,1953.78,-254.52275,921.5444444444444,40.0,9.0,,-123.5541791044776,453.96529411764703,67.0,17.0,0.019763882815916,13631422.0,1.0,571.75,11.3,,0.5008333333333334,,12.0,1.0150770157041793,13631423.0,1.0,398.62,404.63
1362877,9480,42,2,2,M ,2,OR  ,4561143213628770.0,1.0,64.64,80.0,-96.47058823529412,162.555,17.0,10.0,1.2376237623762376,-41.01835616438356,250.4521428571429,73.0,14.0,6.101534475886808,13628772.0,1.0,100.36,612.35,-200.56714285714284,71.73666666666666,7.0,24.0,2.0191505741964457,13628773.0,1.0,311.74,629.45
1362530,39250,57,7,0,F ,1,NY  ,4561143213625300.0,1.0,597.23,2000.0,-277.5988571428571,697.5633333333334,35.0,12.0,3.348793597106642,-211.4962,277.66526315789474,50.0,19.0,0.0032540388641335,13625302.0,1.0,5316.47,17.3,-171.95875,106.64625,8.0,16.0,1.580275511099412,13625303.0,1.0,569.85,900.52
1363346,35237,55,5,1,M ,2,AZ  ,,,,,,,,,,-182.0207142857143,261.2885185185185,56.0,27.0,0.2913461386487359,13633462.0,1.0,4428.89,1290.34,,0.41,,12.0,1.0150385132656805,13633463.0,1.0,327.16,332.08
1362999,29403,36,6,2,M ,4,CA  ,4561143213629990.0,1.0,1973.27,988.54,-175.74985714285714,1119.9416666666666,70.0,12.0,0.5009654026058269,-138.0374193548387,263.0988235294118,62.0,17.0,0.0009683098591549,13629992.0,1.0,4089.6,3.96,,,,,,,,,
1362938,0,16,1,0,M ,1,TX  ,4561143213629380.0,1.0,1402.32,436.98,-138.31652173913045,614.775,46.0,12.0,0.3116121855211364,-108.41916666666664,176.9154166666667,60.0,24.0,0.1560630391754117,13629382.0,0.0,2677.7,417.89,,,,,,,,,
1363468,36923,53,2,1,F ,3,KY  ,4561143213634680.0,1.0,0.0,5500.0,-195.70885714285717,1349.81,35.0,1.0,,,,,,,,,,,-64.17757575757577,131.9595238095238,33.0,21.0,3.384357093324573,13634683.0,1.0,273.99,927.28
1362734,33010,55,5,0,F ,2,MO  ,,,,,,,,,,-10.0,0.405,2.0,2.0,0.9429225781505608,13627342.0,0.0,336.21,317.02,,0.5457142857142857,,7.0,1.0087874675070736,13627343.0,0.0,434.71,438.53
1363264,0,16,1,0,F ,1,NJ  ,4561143213632640.0,1.0,51.69,1000.0,-117.69846153846152,686.0749999999999,78.0,12.0,19.346101760495262,-54.66701492537314,268.19307692307694,67.0,13.0,0.0819176654507556,13632642.0,0.0,191.9,15.72,-244.51083333333332,54.91818181818182,12.0,22.0,0.1763125366880312,13632643.0,1.0,2095.37,369.44
1363203,82612,56,6,1,M ,2,IL  ,,,,,,,,,,-170.14363636363635,699.5856249999999,66.0,16.0,0.9650709511418928,13632032.0,1.0,1033.81,997.7,-329.838,227.46916666666667,15.0,24.0,1.189106355919671,13632033.0,1.0,2704.88,3216.39
1363121,0,14,6,0,M ,1,FL  ,,,,,,,,,,,,,,,,,,,,0.15,,12.0,1.0148834132627749,13631213.0,1.0,120.94,122.74
1362591,26936,64,4,0,F ,1,OH  ,4561143213625910.0,1.0,853.5,1548.57,-144.4109090909091,1012.7958333333332,88.0,12.0,1.8143760984182773,-139.8215254237288,262.7009090909091,59.0,22.0,0.2714769841527331,13625912.0,1.0,3390.49,920.44,,,,,,,,,
1362713,31297,40,0,0,M ,2,IN  ,,,,,,,,,,-55.99785714285714,27.754,14.0,15.0,0.0569677071844461,13627132.0,1.0,389.87,22.21,,0.58,,12.0,1.0150897580435347,13627133.0,1.0,461.24,468.2
1363060,48479,46,6,5,M ,2,NY  ,4561143213630600.0,1.0,1898.67,2192.95,-184.074,235.08083333333332,15.0,12.0,1.1549927054201097,-232.59338983050847,332.8709090909091,59.0,22.0,0.0547727709099502,13630602.0,1.0,6770.7,370.85,-573.04,112.46882352941176,2.0,17.0,2.132990132990133,13630603.0,1.0,675.99,1441.88
1362509,3093,82,2,0,M ,2,IN  ,4561143213625090.0,0.0,877.49,10.0,-105.606,1471.665,75.0,6.0,0.0113961412665671,-45.288805970149255,204.43142857142857,67.0,14.0,0.058668713674745,13625092.0,1.0,182.38,10.7,-203.90285714285716,112.7637037037037,14.0,27.0,2.285037878787879,13625093.0,0.0,147.84,337.82
