cust_id,acct_nbr,acct_type,account_active,starting_balance,ending_balance,cc_av_wd,cc_av_pm,cc_n_wd,cc_n_pm,cq_av_wd,cq_av_dp,cq_n_wd,cq_n_dp,sv_av_wd,sv_av_dp,sv_n_wd,sv_n_dp,end_start_ratio
1362835,4561143213628350,CC,1,167.92,9.51,-112.73375,89.78416666666668,8.0,12.0,,,,,,,,,0.05663411148165794
1362664,4561143213626640,CC,1,0.0,1052.38,-191.68428571428572,868.1899999999999,28.0,5.0,,,,,,,,,
1362609,13626092,CK,0,2563.27,15.38,,,,,-97.69740740740741,143.59052631578948,54.0,19.0,,,,,0.00600014824813617
1362920,13629202,CK,1,2717.13,1297.06,,,,,-66.39153846153846,21.916428571428575,26.0,14.0,,,,,0.47736398332063606
1362964,13629643,SV,0,118.49,119.39,,,,,,,,,,0.15,,6.0,1.0075955776858807
1362810,4561143213628100,CC,1,2485.28,332.95,-128.47676470588235,548.1166666666667,34.0,12.0,,,,,,,,,0.13396880834352667
1362746,13627462,CK,1,149.31,12.89,,,,,-48.71138461538462,252.485,65.0,12.0,,,,,0.08633045341906101
1363352,13633523,SV,1,2039.4,2950.23,,,,,,,,,-55.086666666666666,82.75666666666667,6.0,15.0,1.4466166519564578
1362973,13629733,SV,1,2273.92,2570.3,,,,,,,,,-71.1,38.345882352941175,5.0,17.0,1.1303387981987054
1363129,4561143213631290,CC,1,0.0,335.42,-112.29642857142858,156.52125,14.0,8.0,,,,,,,,,
1362569,13625692,CK,1,927.07,46.48,,,,,-127.61492537313434,426.0894444444445,67.0,18.0,,,,,0.05013645140064935
1362912,4561143213629120,CC,1,1299.01,1500.0,-87.8175,148.33583333333334,20.0,12.0,,,,,,,,,1.1547255217434815
1362894,4561143213628940,CC,0,1500.62,1840.0,-153.33333333333334,1521.75,12.0,1.0,,,,,,,,,1.2261598539270435
1362512,13625123,SV,0,129.62,1194.36,,,,,,,,,-127.9475,121.27153846153846,4.0,13.0,9.214318777966362
1363103,13631032,CK,1,601.02,29.87,,,,,-122.05515625000001,425.90470588235297,64.0,17.0,,,,,0.04969884529632958
1363253,13632532,CK,1,5019.19,1191.33,,,,,-151.7035,210.97400000000002,60.0,25.0,,,,,0.237355031389527
1362530,13625302,CK,1,5316.47,17.3,,,,,-211.4962,277.66526315789474,50.0,19.0,,,,,0.003254038864133532
1363083,13630832,CK,1,286.52,2325.47,,,,,-41.65032786885246,305.308,61.0,15.0,,,,,8.116257154823398
1362881,13628813,SV,1,302.02,61.5,,,,,,,,,-130.64714285714285,39.64764705882353,7.0,17.0,0.20362889874842727
1363493,4561143213634930,CC,1,0.0,0.0,,,,,,,,,,,,,
1362699,4561143213626990,CC,1,151.63,677.69,-154.50473684210527,449.49916666666667,38.0,12.0,,,,,,,,,4.469366220404933
1362760,13627602,CK,1,6021.08,6.15,,,,,-222.16647058823528,90.51352941176471,34.0,17.0,,,,,0.0010214114411368062
1362713,13627132,CK,1,389.87,22.21,,,,,-55.99785714285714,27.754,14.0,15.0,,,,,0.0569677071844461
1362749,13627492,CK,1,2608.15,918.17,,,,,-109.09907407407408,190.97136363636363,54.0,22.0,,,,,0.3520388014493031
1363060,4561143213630600,CC,1,1898.67,2192.95,-184.074,235.08083333333335,15.0,12.0,,,,,,,,,1.1549927054201097
1363317,13633172,CK,1,280.79,269.76,,,,,-50.957142857142856,177.43083333333334,42.0,12.0,,,,,0.9607179742868335
1362542,13625423,SV,1,607.88,1654.74,,,,,,,,,-283.44,109.0625,4.0,20.0,2.7221491083766534
1362685,13626853,SV,1,335.36,1735.39,,,,,,,,,-146.07571428571427,142.5035294117647,7.0,17.0,5.1747077767175576
1363250,13632502,CK,0,657.67,257.48,,,,,-81.4524,518.9763636363637,75.0,11.0,,,,,0.39150333754010375
1363011,4561143213630110,CC,0,3488.29,20.0,-183.47826086956522,663.0891666666666,23.0,12.0,,,,,,,,,0.0057334682609530745
1362705,4561143213627050,CC,1,0.0,413.11,-143.39075,532.252,40.0,10.0,,,,,,,,,
1363482,4561143213634820,CC,0,2917.91,355.26,-107.22878048780488,887.1825,41.0,8.0,,,,,,,,,0.12175152763450552
1362928,4561143213629280,CC,1,949.02,596.11,-122.05136363636365,701.8058333333333,66.0,12.0,,,,,,,,,0.6281321784577775
1363142,13631422,CK,1,571.75,11.3,,,,,-123.5541791044776,453.96529411764703,67.0,17.0,,,,,0.01976388281591605
1362606,13626062,CK,1,5103.77,1319.97,,,,,-193.95654545454548,275.3524,55.0,25.0,,,,,0.2586264663180355
1363408,13634082,CK,0,195.62,30.85,,,,,-94.1782857142857,428.514,70.0,15.0,,,,,0.15770371127696556
1363193,4561143213631930,CC,1,1537.46,1442.0,-180.7652,390.5158333333334,25.0,12.0,,,,,,,,,0.9379105797874416
1363018,13630182,CK,1,602.18,1778.61,,,,,-122.53352112676055,705.4507142857143,71.0,14.0,,,,,2.9536185193795874
1363291,13632912,CK,1,4361.14,521.21,,,,,-159.28762711864405,213.77076923076922,59.0,26.0,,,,,0.1195123293450795
1363184,4561143213631840,CC,1,0.0,1000.0,-87.29409090909091,460.755,22.0,2.0,,,,,,,,,
1362528,13625283,SV,1,262.55,269.93,,,,,,,,,-95.41090909090909,55.626315789473686,11.0,19.0,1.02810893163207
1363128,13631282,CK,1,4142.57,3422.66,,,,,-118.48538461538462,51.314375,13.0,16.0,,,,,0.8262165757005917
1362590,13625903,SV,1,541.95,558.44,,,,,,,,,,1.3741666666666665,,12.0,1.0304271611772304
1363081,4561143213630810,CC,0,1692.71,84.59,-141.69909090909093,477.8971428571428,11.0,7.0,,,,,,,,,0.049973120026466436
1363182,4561143213631820,CC,1,0.0,5100.0,-424.3762162162162,1361.2762500000001,37.0,8.0,,,,,,,,,
1362822,13628222,CK,1,4115.99,2156.3,,,,,-108.70483333333333,268.3882352941177,60.0,17.0,,,,,0.5238836829049633
1363348,13633483,SV,1,434.62,1628.76,,,,,,,,,-190.083125,151.27642857142857,16.0,28.0,3.7475495835442456
1362804,13628042,CK,1,8953.35,1315.0,,,,,-293.80711864406777,692.5907142857143,59.0,14.0,,,,,0.1468723997163073
1363458,13634583,SV,1,215.86,160.66,,,,,,,,,-91.86111111111111,40.607894736842105,9.0,19.0,0.7442786991568608
1362658,4561143213626580,CC,1,4414.23,0.0,,563.9525,,8.0,,,,,,,,,0.0
1362698,13626982,CK,1,6322.89,175.55,,,,,-228.704,473.43125,60.0,16.0,,,,,0.027764202761711813
1363176,13631763,SV,1,175.29,128.07,,,,,,,,,-54.86181818181819,39.73285714285714,11.0,14.0,0.7306178333048091
1363048,13630482,CK,1,403.5,274.93,,,,,-109.86628571428572,540.1478571428571,70.0,14.0,,,,,0.681363073110285
1362805,13628053,SV,1,124.1,232.15,,,,,,,,,-101.65692307692309,62.16391304347826,13.0,23.0,1.8706688154713942
1363334,13633342,CK,1,150.98,0.22,,,,,-53.410999999999994,218.1357142857143,60.0,14.0,,,,,0.00145714664193933
1363086,4561143213630860,CC,1,2401.95,130.9,-109.21277777777777,358.60583333333335,18.0,12.0,,,,,,,,,0.054497387539291
1363296,13632962,CK,1,2505.07,1.55,,,,,-110.69290909090908,188.66263157894738,55.0,19.0,,,,,0.0006187451847652959
1363262,13632622,CK,0,436.88,244.53,,,,,-91.08078125,469.73499999999996,64.0,12.0,,,,,0.5597189159494598
1363462,13634623,SV,1,299.07,2034.99,,,,,,,,,-122.96,116.93333333333334,3.0,18.0,6.80439362022269
1362523,13625233,SV,1,262.21,127.38,,,,,,,,,-78.2,24.268823529411765,7.0,17.0,0.48579382937340304
1362903,4561143213629030,CC,1,1559.94,1500.0,-76.35,151.70833333333334,20.0,12.0,,,,,,,,,0.9615754452094311
1363302,4561143213633020,CC,0,1731.39,0.0,-237.55857142857144,875.2199999999999,7.0,4.0,,,,,,,,,0.0
1362659,13626593,SV,1,575.93,315.94,,,,,,,,,-99.31272727272727,68.74928571428572,22.0,28.0,0.5485736113763826
1363337,13633373,SV,1,531.48,7766.05,,,,,,,,,-530.209090909091,483.9581481481481,11.0,27.0,14.61212087002333
1363214,13632142,CK,1,4244.28,134.88,,,,,-109.65885245901639,151.75235294117647,61.0,17.0,,,,,0.031779241708841076
1363343,13633433,SV,1,603.82,2007.65,,,,,,,,,-108.94933333333333,116.85230769230769,15.0,26.0,3.324914709681693
1363164,13631643,SV,1,169.19,258.05,,,,,,,,,-85.97642857142857,71.80722222222222,14.0,18.0,1.5252083456469059
1363365,4561143213633650,CC,1,0.0,2100.0,-242.962,402.105,15.0,4.0,,,,,,,,,
1363394,13633943,SV,1,2238.98,2270.28,,,,,,,,,-139.84,59.42235294117647,7.0,17.0,1.0139795799873157
1362693,13626932,CK,1,2597.86,659.45,,,,,-82.44620689655173,167.26294117647058,58.0,17.0,,,,,0.2538435481511706
1362920,4561143213629200,CC,1,0.0,0.0,,,,,,,,,,,,,
1363400,13634002,CK,1,300.87,1824.79,,,,,-147.29414285714287,910.3469230769231,70.0,13.0,,,,,6.0650447036926245
1362975,13629752,CK,0,258.05,282.92,,,,,-102.68629032258065,426.0946666666667,62.0,15.0,,,,,1.0963766711877543
1363037,13630372,CK,1,2581.35,182.95,,,,,-154.5827868852459,305.70217391304345,61.0,23.0,,,,,0.07087376760222364
1363173,13631733,SV,0,984.06,382.8,,,,,,,,,-262.54,47.42933333333334,5.0,15.0,0.38900067069081157
1363043,13630432,CK,1,4418.22,701.33,,,,,-142.37295081967213,225.81181818181815,61.0,22.0,,,,,0.15873587100687608
1363215,13632153,SV,1,924.0,2689.95,,,,,,,,,-130.0,120.31315789473683,4.0,19.0,2.9112012987012985
1362644,13626442,CK,1,312.72,382.47,,,,,-63.59304347826087,191.54874999999998,23.0,8.0,,,,,1.2230429777436684
1362671,13626713,SV,1,153.64,83.19,,,,,,,,,-77.77399999999999,54.80800000000001,15.0,20.0,0.5414605571465765
1362682,13626822,CK,1,4024.65,345.89,,,,,-129.40972972972972,61.633333333333326,37.0,18.0,,,,,0.08594287702036202
1363253,4561143213632530,CC,1,1688.39,2000.0,-245.28027027027025,736.3825,37.0,12.0,,,,,,,,,1.1845604392350109
1363010,13630102,CK,1,149.83,1574.39,,,,,-40.63333333333333,234.90333333333334,69.0,18.0,,,,,10.507842221184008
1363083,4561143213630830,CC,1,0.0,969.94,-129.1160606060606,371.0622222222222,33.0,9.0,,,,,,,,,
1362763,4561143213627630,CC,1,0.0,160.0,-133.83217391304348,486.3566666666666,23.0,6.0,,,,,,,,,
1363095,13630953,SV,1,2042.54,868.08,,,,,,,,,-141.30363636363634,25.37333333333333,11.0,15.0,0.42500024479324766
1362772,13627722,CK,1,4135.59,18.3,,,,,-129.0859677419355,215.89111111111112,62.0,18.0,,,,,0.004425003445699405
1363450,13634503,SV,1,136.04,1018.62,,,,,,,,,-64.15,63.333157894736836,5.0,19.0,7.487650690973243
1363054,4561143213630540,CC,1,875.7,917.3,-117.6547619047619,412.1075,42.0,12.0,,,,,,,,,1.047504853260249
1362690,13626902,CK,1,3313.6,282.92,,,,,-111.93057142857144,240.223,70.0,20.0,,,,,0.08538145823273781
1363038,13630383,SV,1,333.53,508.26,,,,,,,,,-203.40666666666667,145.32166666666666,12.0,18.0,1.523880910262945
1363436,13634362,CK,1,387.11,218.93,,,,,-35.92135593220339,121.94875,59.0,16.0,,,,,0.5655498437136731
1363270,13632702,CK,1,214.69,15.66,,,,,-56.89031746031746,211.56625,63.0,16.0,,,,,0.07294238203921934
1363491,13634913,SV,0,205.45,17.82,,,,,,,,,-156.34555555555553,152.435,9.0,8.0,0.08673643222195182
1363112,4561143213631120,CC,1,852.02,0.0,,98.2988888888889,,9.0,,,,,,,,,0.0
1362507,13625072,CK,1,337.22,1087.84,,,,,-49.67545454545454,237.01176470588234,66.0,17.0,,,,,3.2259059367771776
1362752,13627522,CK,1,487.69,3.76,,,,,-93.81074626865671,725.17375,67.0,8.0,,,,,0.007709815661588303
1362749,4561143213627490,CC,1,1391.01,3000.0,-112.9240625,193.29916666666668,32.0,12.0,,,,,,,,,2.156706278171976
1362783,13627832,CK,0,235.27,916.17,,,,,-53.99507936507936,177.50391304347824,63.0,23.0,,,,,3.8941216474688654
1363317,4561143213633170,CC,1,1046.09,307.6,-118.64818181818183,420.435,22.0,8.0,,,,,,,,,0.294047357301953
1362650,4561143213626500,CC,1,0.0,1000.0,-121.74000000000001,217.4,10.0,1.0,,,,,,,,,
1363142,4561143213631420,CC,1,0.0,1953.78,-254.52275,921.5444444444444,40.0,9.0,,,,,,,,,
1362990,4561143213629900,CC,1,758.95,1426.93,-134.07796610169493,609.2616666666667,59.0,12.0,,,,,,,,,1.880137031424995
1362508,13625083,SV,1,121.64,255.11,,,,,,,,,-118.88818181818182,72.062,11.0,20.0,2.09725419269977
1363101,4561143213631010,CC,1,0.0,2054.32,-274.5007894736842,1401.43,38.0,6.0,,,,,,,,,
1363408,4561143213634080,CC,1,865.61,1800.0,-143.66631578947369,170.28083333333333,19.0,12.0,,,,,,,,,2.0794584166079413
1362978,13629783,SV,1,238.16,28.91,,,,,,,,,-138.08133333333336,93.09850000000002,15.0,20.0,0.12138898219684247
1363018,4561143213630180,CC,1,1409.42,2300.0,-214.23575,661.4008333333333,40.0,12.0,,,,,,,,,1.631876942288317
1362595,13625952,CK,1,4087.37,117.93,,,,,-111.21000000000001,129.53428571428572,52.0,14.0,,,,,0.028852293773257622
1363247,13632473,SV,1,278.43,339.33,,,,,,,,,-66.20647058823529,56.49571428571429,17.0,21.0,1.218726430341558
1363097,13630973,SV,1,183.44,10.28,,,,,,,,,-87.96000000000001,13.744615384615384,4.0,13.0,0.05604012211077191
1363128,4561143213631280,CC,1,0.0,140.0,-105.15666666666667,219.1025,18.0,8.0,,,,,,,,,
1363457,13634572,CK,1,12169.88,1252.71,,,,,-445.0064406779661,730.412380952381,59.0,21.0,,,,,0.1029352795590425
1363157,13631572,CK,1,9749.29,117.49,,,,,-370.80872727272725,467.9426086956522,55.0,23.0,,,,,0.012051133980012903
1363108,13631082,CK,1,272.54,268.79,,,,,-0.75,,5.0,,,,,,0.9862405518456007
1362822,4561143213628220,CC,1,0.0,1000.0,-105.26315789473684,1000.0,19.0,1.0,,,,,,,,,
1362566,13625662,CK,0,17315.16,38.1,,,,,-592.2318750000001,1213.2811764705882,64.0,17.0,,,,,0.0022003839410089194
1362804,4561143213628040,CC,1,8951.9,682.34,-362.2965714285714,1754.4691666666668,35.0,12.0,,,,,,,,,0.0762229247422335
1362939,13629392,CK,1,687.0,1703.2,,,,,-103.80816666666666,314.98652173913047,60.0,23.0,,,,,2.479184861717613
1363429,13634293,SV,1,169.38,171.9,,,,,,,,,,0.21,,12.0,1.0148777895855474
1362718,13627182,CK,1,692.1,702.56,,,,,,0.8716666666666667,,12.0,,,,,1.0151134229157635
1363234,13632343,SV,1,139.94,918.39,,,,,,,,,-36.794999999999995,62.45125,6.0,16.0,6.5627411747891955
1362824,4561143213628240,CC,1,10593.21,959.72,-397.6029411764706,1959.2883333333336,34.0,12.0,,,,,,,,,0.09059765642331268
1363209,13632092,CK,0,462.9,86.21,,,,,-73.00611111111111,406.6458333333333,72.0,12.0,,,,,0.18623892849427523
1362860,13628603,SV,1,2235.91,2100.68,,,,,,,,,-196.07714285714286,118.62954545454545,14.0,22.0,0.939519032519198
1363414,13634143,SV,1,991.56,1411.05,,,,,,,,,-188.436,85.104375,5.0,16.0,1.4230606317318166
1362623,13626232,CK,0,276.29,16.18,,,,,-38.36342857142857,135.32625000000002,35.0,8.0,,,,,0.05856165623077201
1362563,13625632,CK,0,1025.99,490.56,,,,,-63.12295774647887,246.64375,71.0,16.0,,,,,0.4781333151395238
1363035,13630352,CK,1,157.5,253.21,,,,,-43.852753623188406,222.96785714285716,69.0,14.0,,,,,1.6076825396825398
1362620,13626202,CK,1,4233.57,243.04,,,,,-180.97017543859647,301.17952380952386,57.0,21.0,,,,,0.05740781420881195
1362931,13629312,CK,1,5591.93,713.56,,,,,-202.70290322580644,427.17833333333334,62.0,18.0,,,,,0.12760531694781585
1363421,13634213,SV,1,191.77,197.64,,,,,,,,,-81.53916666666667,57.902352941176474,12.0,17.0,1.0306095843979766
1363403,4561143213634030,CC,1,0.0,1900.0,-183.9009090909091,122.91,11.0,1.0,,,,,,,,,
1362735,13627352,CK,1,2802.42,84.65,,,,,-100.01540983606557,169.1585,61.0,20.0,,,,,0.03020603621156001
1363264,4561143213632640,CC,1,51.69,1000.0,-117.69846153846153,686.0749999999999,78.0,12.0,,,,,,,,,19.346101760495262
1363092,13630922,CK,1,171.8,38.2,,,,,-51.83130434782609,202.51529411764704,69.0,17.0,,,,,0.22235157159487776
1363013,4561143213630130,CC,1,844.1,1000.0,-98.46884057971015,559.8183333333333,69.0,12.0,,,,,,,,,1.1846937566639024
1363371,13633712,CK,1,2788.06,54.5,,,,,-81.19426229508197,105.68047619047618,61.0,21.0,,,,,0.019547642446719225
1363123,4561143213631230,CC,1,1766.88,2800.0,-216.60277777777776,272.4216666666667,18.0,12.0,,,,,,,,,1.5847142986507288
1363201,13632012,CK,1,1194.44,777.16,,,,,-130.69555555555556,151.796,9.0,5.0,,,,,0.6506480024111717
1362525,13625252,CK,1,256.46,95.53,,,,,-39.570882352941176,210.82416666666666,68.0,12.0,,,,,0.3724947360212119
1362500,13625003,SV,1,330.98,335.99,,,,,,,,,,0.4175,,12.0,1.015136866275908
1362970,13629703,SV,1,273.94,278.07,,,,,,,,,,0.3441666666666667,,12.0,1.0150762940789955
1362693,4561143213626930,CC,1,0.0,1000.0,-103.85071428571429,101.022,14.0,5.0,,,,,,,,,
1362642,13626422,CK,1,131.46,112.61,,,,,-39.02836065573771,131.21555555555557,61.0,18.0,,,,,0.8566103757797048
1363400,4561143213634000,CC,1,3293.54,2186.72,-162.0408163265306,769.1991666666667,49.0,12.0,,,,,,,,,0.663942141282632
1362621,4561143213626210,CC,1,0.0,1000.0,-193.93714285714285,357.56,7.0,1.0,,,,,,,,,
1363037,4561143213630370,CC,1,0.0,1000.0,-122.22222222222223,100.0,9.0,1.0,,,,,,,,,
1363420,4561143213634200,CC,1,125.33,1011.2,-118.1672,174.20666666666668,25.0,12.0,,,,,,,,,8.068299688821511
1363043,4561143213630430,CC,1,471.22,1000.0,-106.98795918367347,398.3333333333333,49.0,12.0,,,,,,,,,2.1221510122660328
1363475,13634752,CK,1,403.91,136.95,,,,,-56.31914285714286,216.19882352941178,70.0,17.0,,,,,0.3390606818350622
1362644,4561143213626440,CC,1,224.15,463.65,-165.22222222222223,104.9925,9.0,12.0,,,,,,,,,2.0684809279500334
1363284,13632842,CK,1,420.57,946.08,,,,,-75.62764705882353,404.8707142857143,68.0,14.0,,,,,2.2495185105927673
1363010,4561143213630100,CC,1,29.12,648.51,-95.633,190.08083333333332,30.0,12.0,,,,,,,,,22.27026098901099
1362950,13629503,SV,1,658.26,1545.22,,,,,,,,,-62.91,49.99315789473684,1.0,19.0,2.34743110624981
1362511,13625112,CK,1,189.23,11.84,,,,,-50.63089552238806,267.9066666666667,67.0,12.0,,,,,0.06256936003804894
1362936,13629362,CK,1,173.72,109.31,,,,,-47.419016393442625,176.759375,61.0,16.0,,,,,0.629230946350449
1363385,4561143213633850,CC,1,834.47,0.0,-119.14807692307691,394.407,26.0,10.0,,,,,,,,,0.0
1363100,13631002,CK,1,2554.44,39.16,,,,,-86.45421875,150.912,64.0,20.0,,,,,0.015330170213432297
1362752,4561143213627520,CC,0,2302.14,0.0,-188.8,1073.6625,10.0,4.0,,,,,,,,,0.0
1363345,13633452,CK,1,312.71,2345.06,,,,,-97.64553846153846,698.2758333333333,65.0,12.0,,,,,7.499152569473314
1362740,13627402,CK,1,1237.41,562.27,,,,,-71.74380000000001,264.7318181818182,50.0,11.0,,,,,0.4543926426972466
1362991,13629913,SV,1,154.65,369.81,,,,,,,,,-35.075714285714284,28.79875,7.0,16.0,2.3912706110572257
1362766,13627663,SV,1,11352.93,22432.78,,,,,,,,,-374.47736842105263,586.935806451613,19.0,31.0,1.9759462975637125
1362737,13627372,CK,1,690.88,195.13,,,,,-110.02788732394366,487.7486666666666,71.0,15.0,,,,,0.2824368920796665
1363457,4561143213634570,CC,1,3028.68,4626.88,-506.225,1742.6575,44.0,12.0,,,,,,,,,1.5276886300302444
1362743,13627432,CK,1,2516.33,1736.57,,,,,-99.76872340425533,177.69863636363635,47.0,22.0,,,,,0.6901201352763747
1362516,13625162,CK,1,3791.17,3291.88,,,,,-138.51625,43.48857142857143,8.0,14.0,,,,,0.8683018698713062
1362754,4561143213627540,CC,1,74.35,0.0,-77.52888888888889,110.42428571428572,9.0,7.0,,,,,,,,,0.0
1363108,4561143213631080,CC,1,1149.32,458.67,-123.80952380952381,277.3625,21.0,12.0,,,,,,,,,0.3990794556781401
1362656,13626563,SV,1,121.0,367.8,,,,,,,,,-115.34,87.3515,13.0,20.0,3.0396694214876034
1362566,4561143213625660,CC,0,4801.23,20.0,-586.0640625,2026.1899999999998,32.0,12.0,,,,,,,,,0.004165599231863502
1363387,4561143213633870,CC,1,857.38,1000.0,-65.78833333333334,99.32416666666667,18.0,12.0,,,,,,,,,1.1663439781660407
1363298,13632982,CK,0,7460.23,170.04,,,,,-268.5162686567164,823.1076923076923,67.0,13.0,,,,,0.022792862954627405
1362929,13629293,SV,1,1229.27,1535.83,,,,,,,,,-424.9983333333334,270.327,12.0,20.0,1.249383780617765
1362939,4561143213629390,CC,1,5484.95,772.03,-290.9741071428571,1755.9166666666667,56.0,12.0,,,,,,,,,0.14075424570871203
1363158,13631583,SV,1,773.98,1917.72,,,,,,,,,-145.04999999999998,92.87588235294118,3.0,17.0,2.4777384428538203
1362718,4561143213627180,CC,1,1928.33,78.8,,163.7425,,12.0,,,,,,,,,0.04086437487359529
1363088,4561143213630880,CC,1,189.64,739.86,-172.832,578.7027272727273,40.0,11.0,,,,,,,,,3.90139211136891
1363433,13634332,CK,1,2529.78,1155.25,,,,,-93.85,144.59142857142857,47.0,21.0,,,,,0.4566602629477662
1362597,4561143213625970,CC,1,939.06,442.72,-102.1930303030303,329.81083333333333,33.0,12.0,,,,,,,,,0.4714501735778332
1363022,13630222,CK,1,312.18,1184.76,,,,,-62.38375,342.9125,8.0,4.0,,,,,3.795118201037863
1362883,13628833,SV,1,702.27,149.74,,,,,,,,,-159.30428571428573,31.255555555555556,7.0,18.0,0.21322283452233473
1362586,13625862,CK,1,167.76,260.7,,,,,-41.25865671641791,190.53266666666664,67.0,15.0,,,,,1.554005722460658
1362609,4561143213626090,CC,1,1775.07,3000.0,-106.6353125,211.50249999999997,32.0,12.0,,,,,,,,,1.690074194257128
1362815,13628152,CK,1,2778.26,816.6,,,,,-103.0442105263158,163.00166666666667,57.0,24.0,,,,,0.2939249746244052
1363025,13630253,SV,0,711.18,3136.9,,,,,,,,,-124.58666666666666,211.54933333333332,6.0,15.0,4.410838325037262
1363035,4561143213630350,CC,1,0.0,0.0,,,,,,,,,,,,,
1362746,4561143213627460,CC,1,1037.11,1000.0,-107.39822222222223,410.3258333333333,45.0,12.0,,,,,,,,,0.9642178746709608
1362880,13628803,SV,1,232.19,551.31,,,,,,,,,-73.19368421052631,63.32592592592592,19.0,27.0,2.374391662000947
1362496,13624963,SV,1,247.34,251.06,,,,,,,,,,0.31,,12.0,1.0150400258753134
1362993,13629933,SV,1,147.68,435.7,,,,,,,,,-101.70727272727272,70.34,11.0,20.0,2.9502979414951245
1363212,13632122,CK,1,201.12,16.9,,,,,-41.15728571428572,149.77666666666667,70.0,18.0,,,,,0.08402943516308671
1362982,13629823,SV,1,2167.79,3313.65,,,,,,,,,-166.0157142857143,138.84279999999998,14.0,25.0,1.5285844108516047
1362569,4561143213625690,CC,1,0.0,9200.0,-340.74074074074076,,27.0,,,,,,,,,,
1362725,13627253,SV,1,17303.42,16095.5,,,,,,,,,-921.3649999999999,145.73764705882354,4.0,17.0,0.9301918349089372
1362817,13628172,CK,1,218.2,219.6,,,,,-51.80131147540984,197.58,61.0,16.0,,,,,1.006416131989001
1362938,13629382,CK,0,2677.7,417.89,,,,,-108.41916666666665,176.9154166666667,60.0,24.0,,,,,0.15606303917541173
1363392,13633923,SV,1,109.05,241.59,,,,,,,,,-75.21142857142857,41.18875,7.0,16.0,2.2154057771664375
1363067,13630672,CK,1,238.18,0.0,,,,,-45.51117647058823,285.658,68.0,10.0,,,,,0.0
1363103,4561143213631030,CC,0,2007.57,513.06,-195.83391304347828,879.1128571428571,23.0,7.0,,,,,,,,,0.25556269519867303
1362525,4561143213625250,CC,1,2901.68,1051.01,-118.49454545454546,923.1116666666667,77.0,12.0,,,,,,,,,0.3622074108792148
1362505,13625052,CK,1,125.36,11.7,,,,,-43.27462686567164,232.14499999999998,67.0,12.0,,,,,0.09333120612635609
1362642,4561143213626420,CC,1,771.16,1000.0,-107.45574074074074,470.7208333333333,54.0,12.0,,,,,,,,,1.2967477566263812
1362530,4561143213625300,CC,1,597.23,2000.0,-277.5988571428571,697.5633333333334,35.0,12.0,,,,,,,,,3.348793597106642
1363271,13632713,SV,1,284.06,678.94,,,,,,,,,-185.33888888888887,93.76954545454547,9.0,22.0,2.390128846018447
1363199,13631993,SV,1,118.45,251.39,,,,,,,,,-215.98666666666665,45.93529411764706,3.0,17.0,2.1223300970873784
1363475,4561143213634750,CC,1,3502.43,727.2,-131.39529411764707,610.7099999999999,34.0,12.0,,,,,,,,,0.20762727591986138
1363282,13632822,CK,1,133.9,84.18,,,,,-62.663709677419355,273.9592857142857,62.0,14.0,,,,,0.6286781179985064
1362848,13628483,SV,1,5265.17,4844.42,,,,,,,,,-248.89499999999998,35.971875,4.0,16.0,0.9200880503383556
1362887,13628872,CK,1,1385.16,2427.18,,,,,-191.97785714285715,804.4705555555556,70.0,18.0,,,,,1.7522741055184958
1363284,4561143213632840,CC,1,832.94,965.92,-191.26074074074074,560.31,27.0,9.0,,,,,,,,,1.1596513554397674
1362761,13627613,SV,1,775.55,490.67,,,,,,,,,-118.768,20.603333333333335,5.0,15.0,0.6326735864870093
1363228,13632282,CK,1,355.61,206.69,,,,,-95.99878378378378,496.78499999999997,74.0,14.0,,,,,0.5812266246730969
1362926,13629263,SV,1,131.22,1230.28,,,,,,,,,-180.3542857142857,107.34272727272727,7.0,22.0,9.375704923030026
1362936,4561143213629360,CC,1,0.0,244.47,-122.15333333333332,123.76500000000001,12.0,10.0,,,,,,,,,
1363175,13631752,CK,1,340.48,13.51,,,,,-69.09037037037037,162.0909523809524,54.0,21.0,,,,,0.03967927631578947
1363345,4561143213633450,CC,1,2406.56,2700.0,-306.31870967741935,791.3566666666667,31.0,12.0,,,,,,,,,1.121933382088957
1362727,13627273,SV,1,8996.64,9132.52,,,,,,,,,,11.323333333333332,,12.0,1.0151034163865622
1362555,13625553,SV,1,411.52,260.59,,,,,,,,,-117.3075,66.14526315789473,12.0,19.0,0.6332377527216174
1363150,13631503,SV,1,234.29,370.22,,,,,,,,,-121.39687500000001,74.22428571428573,16.0,28.0,1.580178411370524
1362737,4561143213627370,CC,1,0.0,6600.0,-258.88131147540986,4595.88,61.0,2.0,,,,,,,,,
1362568,13625682,CK,1,4273.62,221.3,,,,,-108.19615384615385,124.18458333333332,65.0,24.0,,,,,0.0517827977218377
1362743,4561143213627430,CC,1,0.0,3000.0,-95.04365384615386,978.415,52.0,2.0,,,,,,,,,
1362606,4561143213626060,CC,1,0.0,1232.96,-230.05425531914892,1368.5128571428572,47.0,7.0,,,,,,,,,
1362997,13629972,CK,1,229.36,222.05,,,,,-22.875,83.89923076923077,48.0,13.0,,,,,0.9681287059644227
1362484,13624843,SV,1,194.76,2122.17,,,,,,,,,-257.3425,102.03551724137932,4.0,29.0,10.89633394947628
